Date,Product,Predicted_Price_EGP
2027-05-01,green pepper,114.98
2027-06-01,green pepper,126.07
2027-07-01,green pepper,149.43
2027-08-01,green pepper,172.88
2027-09-01,green pepper,201.19
2027-10-01,green pepper,245.95
2027-11-01,green pepper,279.93
2027-12-01,green pepper,326.36
2028-01-01,green pepper,317.42
2028-02-01,green pepper,307.21
2028-03-01,green pepper,311.01
2028-04-01,green pepper,325.08
2028-05-01,green pepper,334.23
2028-06-01,green pepper,351.43
2028-07-01,green pepper,356.46
2028-08-01,green pepper,360.08
2028-09-01,green pepper,364.41
2028-10-01,green pepper,371.29
2028-11-01,green pepper,376.52
2028-12-01,green pepper,382.37
2026-04-01,guava,31.12
2026-05-01,guava,32.29
2026-06-01,guava,34.06
2026-07-01,guava,35.27
2026-08-01,guava,37.6
2026-09-01,guava,39.54
2026-10-01,guava,43.44
2026-11-01,guava,47.93
2026-12-01,guava,55.93
2027-01-01,guava,63.76
2027-02-01,guava,72.7
2027-03-01,guava,76.05
2027-04-01,guava,82.1
2027-05-01,guava,89.48
2027-06-01,guava,95.14
2027-07-01,guava,103.17
2027-08-01,guava,116.81
2027-09-01,guava,126.68
2027-10-01,guava,147.59
2027-11-01,guava,176.47
2027-12-01,guava,224.04
2028-01-01,guava,279.93
2028-02-01,guava,298.79
2028-03-01,guava,302.67
2028-04-01,guava,323.08
2028-05-01,guava,331.89
2028-06-01,guava,349.77
2028-07-01,guava,353.65
2028-08-01,guava,357.27
2028-09-01,guava,361.4
2028-10-01,guava,367.71
2028-11-01,guava,372.63
2028-12-01,guava,378.4
2026-04-01,imported frozen buffalo meat,280.59
2026-05-01,imported frozen buffalo meat,283.96
2026-06-01,imported frozen buffalo meat,287.37
2026-07-01,imported frozen buffalo meat,290.81
2026-08-01,imported frozen buffalo meat,294.3
2026-09-01,imported frozen buffalo meat,297.84
2026-10-01,imported frozen buffalo meat,301.41
2026-11-01,imported frozen buffalo meat,305.03
2026-12-01,imported frozen buffalo meat,309.26
2027-01-01,imported frozen buffalo meat,312.39
2027-02-01,imported frozen buffalo meat,316.14
2027-03-01,imported frozen buffalo meat,319.93
2027-04-01,imported frozen buffalo meat,323.77
2027-05-01,imported frozen buffalo meat,327.66
2027-06-01,imported frozen buffalo meat,331.59
2027-07-01,imported frozen buffalo meat,335.57
2027-08-01,imported frozen buffalo meat,339.6
2027-09-01,imported frozen buffalo meat,343.67
2027-10-01,imported frozen buffalo meat,348.81
2027-11-01,imported frozen buffalo meat,351.97
2027-12-01,imported frozen buffalo meat,357.35
2028-01-01,imported frozen buffalo meat,360.47
2028-02-01,imported frozen buffalo meat,364.79
2028-03-01,imported frozen buffalo meat,369.17
2028-04-01,imported frozen buffalo meat,373.6
2028-05-01,imported frozen buffalo meat,378.08
2028-06-01,imported frozen buffalo meat,382.62
2028-07-01,imported frozen buffalo meat,387.21
2028-08-01,imported frozen buffalo meat,391.86
2028-09-01,imported frozen buffalo meat,396.56
2028-10-01,imported frozen buffalo meat,402.48
2028-11-01,imported frozen buffalo meat,406.14
2028-12-01,imported frozen buffalo meat,412.34
2026-04-01,lentil,64.11
2026-05-01,lentil,64.88
2026-06-01,lentil,65.66
2026-07-01,lentil,66.44
2026-08-01,lentil,67.24
2026-09-01,lentil,68.68
2026-10-01,lentil,69.32
2026-11-01,lentil,70.62
2026-12-01,lentil,75.83
2027-01-01,lentil,80.95
2027-02-01,lentil,86.62
2027-03-01,lentil,85.4
2027-04-01,lentil,88.55
2027-05-01,lentil,93.08
2027-06-01,lentil,101.4
2027-07-01,lentil,109.91
2027-08-01,lentil,122.94
2027-09-01,lentil,139.87
2027-10-01,lentil,160.58
2027-11-01,lentil,183.88
2027-12-01,lentil,223.78
2028-01-01,lentil,278.73
2028-02-01,lentil,297.54
2028-03-01,lentil,301.4
2028-04-01,lentil,314.4
2028-05-01,lentil,330.74
2028-06-01,lentil,348.21
2028-07-01,lentil,353.06
2028-08-01,lentil,356.63
2028-09-01,lentil,361.12
2028-10-01,lentil,367.4
2028-11-01,lentil,372.25
2028-12-01,lentil,377.8
2026-04-01,mackerel fish,156.3
2026-05-01,mackerel fish,158.2
2026-06-01,mackerel fish,160.07
2026-07-01,mackerel fish,161.99
2026-08-01,mackerel fish,163.94
2026-09-01,mackerel fish,173.73
2026-10-01,mackerel fish,184.65
2026-11-01,mackerel fish,200.83
2026-12-01,mackerel fish,226.31
2027-01-01,mackerel fish,254.21
2027-02-01,mackerel fish,280.55
2027-03-01,mackerel fish,268.31
2027-04-01,mackerel fish,286.93
2027-05-01,mackerel fish,294.21
2027-06-01,mackerel fish,308.16
2027-07-01,mackerel fish,318.5
2027-08-01,mackerel fish,322.01
2027-09-01,mackerel fish,324.44
2027-10-01,mackerel fish,331.1
2027-11-01,mackerel fish,335.45
2027-12-01,mackerel fish,340.76
2028-01-01,mackerel fish,327.55
2028-02-01,mackerel fish,317.99
2028-03-01,mackerel fish,322.95
2028-04-01,mackerel fish,337.02
2028-05-01,mackerel fish,346.11
2028-06-01,mackerel fish,362.95
2028-07-01,mackerel fish,367.73
2028-08-01,mackerel fish,371.52
2028-09-01,mackerel fish,375.88
2028-10-01,mackerel fish,382.06
2028-11-01,mackerel fish,387.08
2028-12-01,mackerel fish,393.2
2026-04-01,medium size cabbage,31.64
2026-05-01,medium size cabbage,32.02
2026-06-01,medium size cabbage,32.41
2026-07-01,medium size cabbage,32.8
2026-08-01,medium size cabbage,33.19
2026-09-01,medium size cabbage,33.59
2026-10-01,medium size cabbage,33.99
2026-11-01,medium size cabbage,34.4
2026-12-01,medium size cabbage,35.79
2027-01-01,medium size cabbage,36.8
2027-02-01,medium size cabbage,36.72
2027-03-01,medium size cabbage,36.08
2027-04-01,medium size cabbage,37.67
2027-05-01,medium size cabbage,38.45
2027-06-01,medium size cabbage,40.11
2027-07-01,medium size cabbage,43.29
2027-08-01,medium size cabbage,46.93
2027-09-01,medium size cabbage,52.01
2027-10-01,medium size cabbage,56.89
2027-11-01,medium size cabbage,63.54
2027-12-01,medium size cabbage,73.19
2028-01-01,medium size cabbage,82.18
2028-02-01,medium size cabbage,91.6
2028-03-01,medium size cabbage,101.23
2028-04-01,medium size cabbage,114.4
2028-05-01,medium size cabbage,129.07
2028-06-01,medium size cabbage,154.27
2028-07-01,medium size cabbage,186.48
2028-08-01,medium size cabbage,233.31
2028-09-01,medium size cabbage,300.08
2028-10-01,medium size cabbage,352.11
2028-11-01,medium size cabbage,364.42
2028-12-01,medium size cabbage,369.81
2026-04-01,medium size cucumber,23.51
2026-05-01,medium size cucumber,23.79
2026-06-01,medium size cucumber,24.08
2026-07-01,medium size cucumber,24.76
2026-08-01,medium size cucumber,25.07
2026-09-01,medium size cucumber,26.76
2026-10-01,medium size cucumber,26.91
2026-11-01,medium size cucumber,27.13
2026-12-01,medium size cucumber,28.18
2027-01-01,medium size cucumber,28.3
2027-02-01,medium size cucumber,28.73
2027-03-01,medium size cucumber,28.64
2027-04-01,medium size cucumber,29.55
2027-05-01,medium size cucumber,31.26
2027-06-01,medium size cucumber,33.51
2027-07-01,medium size cucumber,36.76
2027-08-01,medium size cucumber,39.79
2027-09-01,medium size cucumber,44.89
2027-10-01,medium size cucumber,50.1
2027-11-01,medium size cucumber,57.78
2027-12-01,medium size cucumber,65.3
2028-01-01,medium size cucumber,74.74
2028-02-01,medium size cucumber,83.66
2028-03-01,medium size cucumber,92.62
2028-04-01,medium size cucumber,107.33
2028-05-01,medium size cucumber,126.01
2028-06-01,medium size cucumber,154.27
2028-07-01,medium size cucumber,186.48
2028-08-01,medium size cucumber,233.31
2028-09-01,medium size cucumber,300.08
2028-10-01,medium size cucumber,352.11
2028-11-01,medium size cucumber,364.42
2028-12-01,medium size cucumber,369.81
2026-04-01,medium size farm egg,5.08
2026-05-01,medium size farm egg,5.14
2026-06-01,medium size farm egg,5.2
2026-07-01,medium size farm egg,5.27
2026-08-01,medium size farm egg,5.33
2026-09-01,medium size farm egg,5.39
2026-10-01,medium size farm egg,5.46
2026-11-01,medium size farm egg,5.52
2026-12-01,medium size farm egg,5.59
2027-01-01,medium size farm egg,5.66
2027-02-01,medium size farm egg,5.73
2027-03-01,medium size farm egg,5.79
2027-04-01,medium size farm egg,5.86
2027-05-01,medium size farm egg,5.93
2027-06-01,medium size farm egg,6.0
2027-07-01,medium size farm egg,6.08
2027-08-01,medium size farm egg,6.15
2027-09-01,medium size farm egg,6.22
2027-10-01,medium size farm egg,6.3
2027-11-01,medium size farm egg,6.37
2027-12-01,medium size farm egg,6.45
2028-01-01,medium size farm egg,6.53
2028-02-01,medium size farm egg,6.61
2028-03-01,medium size farm egg,6.69
2028-04-01,medium size farm egg,6.77
2028-05-01,medium size farm egg,6.85
2028-06-01,medium size farm egg,6.93
2028-07-01,medium size farm egg,7.01
2028-08-01,medium size farm egg,7.1
2028-09-01,medium size farm egg,7.18
2028-10-01,medium size farm egg,7.27
2028-11-01,medium size farm egg,7.35
2028-12-01,medium size farm egg,7.44
2026-04-01,medium size pidgeon,90.66
2026-05-01,medium size pidgeon,91.75
2026-06-01,medium size pidgeon,92.85
2026-07-01,medium size pidgeon,93.96
2026-08-01,medium size pidgeon,95.09
2026-09-01,medium size pidgeon,96.23
2026-10-01,medium size pidgeon,97.38
2026-11-01,medium size pidgeon,99.97
2026-12-01,medium size pidgeon,103.55
2027-01-01,medium size pidgeon,114.37
2027-02-01,medium size pidgeon,123.92
2027-03-01,medium size pidgeon,130.34
2027-04-01,medium size pidgeon,146.0
2027-05-01,medium size pidgeon,162.01
2027-06-01,medium size pidgeon,176.71
2027-07-01,medium size pidgeon,213.69
2027-08-01,medium size pidgeon,247.95
2027-09-01,medium size pidgeon,272.18
2027-10-01,medium size pidgeon,320.51
2027-11-01,medium size pidgeon,333.79
2027-12-01,medium size pidgeon,338.93
2028-01-01,medium size pidgeon,324.76
2028-02-01,medium size pidgeon,314.49
2028-03-01,medium size pidgeon,319.65
2028-04-01,medium size pidgeon,334.22
2028-05-01,medium size pidgeon,343.26
2028-06-01,medium size pidgeon,360.12
2028-07-01,medium size pidgeon,365.39
2028-08-01,medium size pidgeon,369.22
2028-09-01,medium size pidgeon,373.54
2028-10-01,medium size pidgeon,380.3
2028-11-01,medium size pidgeon,385.16
2028-12-01,medium size pidgeon,391.1
2026-04-01,middle age buffalo & cattle (net meat),419.47
2026-05-01,middle age buffalo & cattle (net meat),424.5
2026-06-01,middle age buffalo & cattle (net meat),429.6
2026-07-01,middle age buffalo & cattle (net meat),434.75
2026-08-01,middle age buffalo & cattle (net meat),439.97
2026-09-01,middle age buffalo & cattle (net meat),445.25
2026-10-01,middle age buffalo & cattle (net meat),450.59
2026-11-01,middle age buffalo & cattle (net meat),456.0
2026-12-01,middle age buffalo & cattle (net meat),461.47
2027-01-01,middle age buffalo & cattle (net meat),467.01
2027-02-01,middle age buffalo & cattle (net meat),472.61
2027-03-01,middle age buffalo & cattle (net meat),478.28
2027-04-01,middle age buffalo & cattle (net meat),484.02
2027-05-01,middle age buffalo & cattle (net meat),489.83
2027-06-01,middle age buffalo & cattle (net meat),495.71
2027-07-01,middle age buffalo & cattle (net meat),501.66
2027-08-01,middle age buffalo & cattle (net meat),507.68
2027-09-01,middle age buffalo & cattle (net meat),513.77
2027-10-01,middle age buffalo & cattle (net meat),519.93
2027-11-01,middle age buffalo & cattle (net meat),526.17
2027-12-01,middle age buffalo & cattle (net meat),532.49
2028-01-01,middle age buffalo & cattle (net meat),538.88
2028-02-01,middle age buffalo & cattle (net meat),545.34
2028-03-01,middle age buffalo & cattle (net meat),551.89
2028-04-01,middle age buffalo & cattle (net meat),558.51
2028-05-01,middle age buffalo & cattle (net meat),565.21
2028-06-01,middle age buffalo & cattle (net meat),572.0
2028-07-01,middle age buffalo & cattle (net meat),578.86
2028-08-01,middle age buffalo & cattle (net meat),585.81
2028-09-01,middle age buffalo & cattle (net meat),592.84
2028-10-01,middle age buffalo & cattle (net meat),599.95
2028-11-01,middle age buffalo & cattle (net meat),607.15
2028-12-01,middle age buffalo & cattle (net meat),614.43
2026-04-01,mullet fish,185.76
2026-05-01,mullet fish,188.32
2026-06-01,mullet fish,188.28
2026-07-01,mullet fish,191.11
2026-08-01,mullet fish,193.14
2026-09-01,mullet fish,215.84
2026-10-01,mullet fish,226.79
2026-11-01,mullet fish,249.84
2026-12-01,mullet fish,253.89
2027-01-01,mullet fish,281.06
2027-02-01,mullet fish,281.48
2027-03-01,mullet fish,269.11
2027-04-01,mullet fish,287.89
2027-05-01,mullet fish,295.42
2027-06-01,mullet fish,309.38
2027-07-01,mullet fish,319.84
2027-08-01,mullet fish,323.4
2027-09-01,mullet fish,325.82
2027-10-01,mullet fish,332.51
2027-11-01,mullet fish,336.77
2027-12-01,mullet fish,342.04
2028-01-01,mullet fish,328.51
2028-02-01,mullet fish,318.87
2028-03-01,mullet fish,324.0
2028-04-01,mullet fish,338.12
2028-05-01,mullet fish,347.48
2028-06-01,mullet fish,364.36
2028-07-01,mullet fish,369.29
2028-08-01,mullet fish,373.12
2028-09-01,mullet fish,377.47
2028-10-01,mullet fish,383.68
2028-11-01,mullet fish,388.6
2028-12-01,mullet fish,394.68
2026-04-01,navel oranges,21.43
2026-05-01,navel oranges,21.68
2026-06-01,navel oranges,22.3
2026-07-01,navel oranges,22.21
2026-08-01,navel oranges,22.47
2026-09-01,navel oranges,22.74
2026-10-01,navel oranges,23.02
2026-11-01,navel oranges,23.29
2026-12-01,navel oranges,25.16
2027-01-01,navel oranges,26.55
2027-02-01,navel oranges,28.61
2027-03-01,navel oranges,28.32
2027-04-01,navel oranges,29.69
2027-05-01,navel oranges,31.17
2027-06-01,navel oranges,34.98
2027-07-01,navel oranges,38.51
2027-08-01,navel oranges,42.65
2027-09-01,navel oranges,46.99
2027-10-01,navel oranges,55.22
2027-11-01,navel oranges,65.53
2027-12-01,navel oranges,78.83
2028-01-01,navel oranges,90.97
2028-02-01,navel oranges,105.78
2028-03-01,navel oranges,122.19
2028-04-01,navel oranges,148.14
2028-05-01,navel oranges,184.13
2028-06-01,navel oranges,232.67
2028-07-01,navel oranges,296.44
2028-08-01,navel oranges,345.52
2028-09-01,navel oranges,357.9
2028-10-01,navel oranges,364.27
2028-11-01,navel oranges,368.87
2028-12-01,navel oranges,374.52
2026-04-01,nesto cheese,8.18
2026-05-01,nesto cheese,9.91
2026-06-01,nesto cheese,12.47
2026-07-01,nesto cheese,15.29
2026-08-01,nesto cheese,17.8
2026-09-01,nesto cheese,21.09
2026-10-01,nesto cheese,23.74
2026-11-01,nesto cheese,28.35
2026-12-01,nesto cheese,33.13
2027-01-01,nesto cheese,39.17
2027-02-01,nesto cheese,45.09
2027-03-01,nesto cheese,50.59
2027-04-01,nesto cheese,57.1
2027-05-01,nesto cheese,61.27
2027-06-01,nesto cheese,66.61
2027-07-01,nesto cheese,73.17
2027-08-01,nesto cheese,82.12
2027-09-01,nesto cheese,94.1
2027-10-01,nesto cheese,108.55
2027-11-01,nesto cheese,127.55
2027-12-01,nesto cheese,153.02
2028-01-01,nesto cheese,180.5
2028-02-01,nesto cheese,213.82
2028-03-01,nesto cheese,247.43
2028-04-01,nesto cheese,273.98
2028-05-01,nesto cheese,311.12
2028-06-01,nesto cheese,335.69
2028-07-01,nesto cheese,340.13
2028-08-01,nesto cheese,343.9
2028-09-01,nesto cheese,349.58
2028-10-01,nesto cheese,355.69
2028-11-01,nesto cheese,360.54
2028-12-01,nesto cheese,365.96
2026-04-01,normal wheat,27.96
2026-05-01,normal wheat,28.3
2026-06-01,normal wheat,28.64
2026-07-01,normal wheat,28.98
2026-08-01,normal wheat,29.33
2026-09-01,normal wheat,30.31
2026-10-01,normal wheat,32.21
2026-11-01,normal wheat,34.25
2026-12-01,normal wheat,38.23
2027-01-01,normal wheat,41.94
2027-02-01,normal wheat,47.25
2027-03-01,normal wheat,54.48
2027-04-01,normal wheat,63.46
2027-05-01,normal wheat,74.75
2027-06-01,normal wheat,88.06
2027-07-01,normal wheat,102.46
2027-08-01,normal wheat,123.32
2027-09-01,normal wheat,145.57
2027-10-01,normal wheat,168.65
2027-11-01,normal wheat,199.52
2027-12-01,normal wheat,251.53
2028-01-01,normal wheat,279.99
2028-02-01,normal wheat,298.67
2028-03-01,normal wheat,302.33
2028-04-01,normal wheat,315.86
2028-05-01,normal wheat,331.65
2028-06-01,normal wheat,349.32
2028-07-01,normal wheat,354.02
2028-08-01,normal wheat,357.59
2028-09-01,normal wheat,362.2
2028-10-01,normal wheat,368.96
2028-11-01,normal wheat,373.95
2028-12-01,normal wheat,379.51
2026-04-01,old roumi cheese,294.82
2026-05-01,old roumi cheese,298.36
2026-06-01,old roumi cheese,301.94
2026-07-01,old roumi cheese,305.56
2026-08-01,old roumi cheese,309.23
2026-09-01,old roumi cheese,312.94
2026-10-01,old roumi cheese,316.7
2026-11-01,old roumi cheese,320.5
2026-12-01,old roumi cheese,324.34
2027-01-01,old roumi cheese,328.24
2027-02-01,old roumi cheese,332.17
2027-03-01,old roumi cheese,336.16
2027-04-01,old roumi cheese,340.19
2027-05-01,old roumi cheese,344.28
2027-06-01,old roumi cheese,348.41
2027-07-01,old roumi cheese,352.59
2027-08-01,old roumi cheese,356.82
2027-09-01,old roumi cheese,361.1
2027-10-01,old roumi cheese,365.44
2027-11-01,old roumi cheese,369.82
2027-12-01,old roumi cheese,374.26
2028-01-01,old roumi cheese,378.75
2028-02-01,old roumi cheese,383.29
2028-03-01,old roumi cheese,387.89
2028-04-01,old roumi cheese,392.55
2028-05-01,old roumi cheese,397.26
2028-06-01,old roumi cheese,402.03
2028-07-01,old roumi cheese,406.85
2028-08-01,old roumi cheese,411.73
2028-09-01,old roumi cheese,416.67
2028-10-01,old roumi cheese,421.67
2028-11-01,old roumi cheese,426.73
2028-12-01,old roumi cheese,431.85
2026-04-01,onion,15.63
2026-05-01,onion,15.82
2026-06-01,onion,16.1
2026-07-01,onion,17.56
2026-08-01,onion,19.66
2026-09-01,onion,21.09
2026-10-01,onion,21.83
2026-11-01,onion,23.31
2026-12-01,onion,26.79
2027-01-01,onion,27.98
2027-02-01,onion,28.84
2027-03-01,onion,28.85
2027-04-01,onion,30.07
2027-05-01,onion,32.32
2027-06-01,onion,34.13
2027-07-01,onion,36.84
2027-08-01,onion,39.52
2027-09-01,onion,44.67
2027-10-01,onion,48.41
2027-11-01,onion,56.02
2027-12-01,onion,63.45
2028-01-01,onion,70.61
2028-02-01,onion,76.52
2028-03-01,onion,82.06
2028-04-01,onion,91.78
2028-05-01,onion,101.1
2028-06-01,onion,113.39
2028-07-01,onion,129.14
2028-08-01,onion,153.61
2028-09-01,onion,188.31
2028-10-01,onion,237.64
2028-11-01,onion,304.67
2028-12-01,onion,368.32
2026-04-01,pack of tea,12.0
2026-05-01,pack of tea,13.28
2026-06-01,pack of tea,13.92
2026-07-01,pack of tea,15.8
2026-08-01,pack of tea,17.15
2026-09-01,pack of tea,19.61
2026-10-01,pack of tea,21.02
2026-11-01,pack of tea,22.27
2026-12-01,pack of tea,25.03
2027-01-01,pack of tea,28.03
2027-02-01,pack of tea,30.67
2027-03-01,pack of tea,34.55
2027-04-01,pack of tea,39.75
2027-05-01,pack of tea,47.62
2027-06-01,pack of tea,57.29
2027-07-01,pack of tea,67.72
2027-08-01,pack of tea,81.66
2027-09-01,pack of tea,98.78
2027-10-01,pack of tea,117.62
2027-11-01,pack of tea,137.9
2027-12-01,pack of tea,167.58
2028-01-01,pack of tea,201.33
2028-02-01,pack of tea,237.24
2028-03-01,pack of tea,267.1
2028-04-01,pack of tea,313.91
2028-05-01,pack of tea,330.37
2028-06-01,pack of tea,348.37
2028-07-01,pack of tea,352.99
2028-08-01,pack of tea,356.55
2028-09-01,pack of tea,360.89
2028-10-01,pack of tea,367.49
2028-11-01,pack of tea,372.46
2028-12-01,pack of tea,377.96
2026-04-01,packed honey,91.77
2026-05-01,packed honey,92.88
2026-06-01,packed honey,93.99
2026-07-01,packed honey,95.99
2026-08-01,packed honey,98.48
2026-09-01,packed honey,102.47
2026-10-01,packed honey,109.85
2026-11-01,packed honey,115.99
2026-12-01,packed honey,119.35
2027-01-01,packed honey,125.44
2027-02-01,packed honey,133.18
2027-03-01,packed honey,137.8
2027-04-01,packed honey,150.08
2027-05-01,packed honey,164.91
2027-06-01,packed honey,182.46
2027-07-01,packed honey,208.31
2027-08-01,packed honey,234.55
2027-09-01,packed honey,266.93
2027-10-01,packed honey,314.86
2027-11-01,packed honey,325.42
2027-12-01,packed honey,330.21
2028-01-01,packed honey,314.98
2028-02-01,packed honey,305.33
2028-03-01,packed honey,309.38
2028-04-01,packed honey,323.65
2028-05-01,packed honey,333.2
2028-06-01,packed honey,351.22
2028-07-01,packed honey,355.88
2028-08-01,packed honey,359.48
2028-09-01,packed honey,363.85
2028-10-01,packed honey,370.49
2028-11-01,packed honey,375.5
2028-12-01,packed honey,381.03
2026-04-01,packed sugar,42.68
2026-05-01,packed sugar,44.05
2026-06-01,packed sugar,47.23
2026-07-01,packed sugar,52.68
2026-08-01,packed sugar,57.85
2026-09-01,packed sugar,62.55
2026-10-01,packed sugar,71.06
2026-11-01,packed sugar,80.1
2026-12-01,packed sugar,89.28
2027-01-01,packed sugar,96.81
2027-02-01,packed sugar,105.11
2027-03-01,packed sugar,110.43
2027-04-01,packed sugar,120.51
2027-05-01,packed sugar,128.86
2027-06-01,packed sugar,143.58
2027-07-01,packed sugar,159.42
2027-08-01,packed sugar,176.92
2027-09-01,packed sugar,212.57
2027-10-01,packed sugar,250.55
2027-11-01,packed sugar,276.19
2027-12-01,packed sugar,324.12
2028-01-01,packed sugar,314.8
2028-02-01,packed sugar,305.15
2028-03-01,packed sugar,309.16
2028-04-01,packed sugar,323.5
2028-05-01,packed sugar,333.05
2028-06-01,packed sugar,351.06
2028-07-01,packed sugar,355.71
2028-08-01,packed sugar,359.39
2028-09-01,packed sugar,363.72
2028-10-01,packed sugar,370.36
2028-11-01,packed sugar,375.29
2028-12-01,packed sugar,380.77
2026-04-01,packed white rice,38.78
2026-05-01,packed white rice,40.48
2026-06-01,packed white rice,43.42
2026-07-01,packed white rice,47.9
2026-08-01,packed white rice,53.81
2026-09-01,packed white rice,59.5
2026-10-01,packed white rice,63.65
2026-11-01,packed white rice,74.19
2026-12-01,packed white rice,83.42
2027-01-01,packed white rice,94.68
2027-02-01,packed white rice,103.67
2027-03-01,packed white rice,110.41
2027-04-01,packed white rice,120.44
2027-05-01,packed white rice,128.8
2027-06-01,packed white rice,143.51
2027-07-01,packed white rice,159.36
2027-08-01,packed white rice,176.86
2027-09-01,packed white rice,212.52
2027-10-01,packed white rice,250.48
2027-11-01,packed white rice,276.12
2027-12-01,packed white rice,324.04
2028-01-01,packed white rice,314.78
2028-02-01,packed white rice,305.14
2028-03-01,packed white rice,309.11
2028-04-01,packed white rice,323.44
2028-05-01,packed white rice,332.99
2028-06-01,packed white rice,351.0
2028-07-01,packed white rice,355.64
2028-08-01,packed white rice,359.33
2028-09-01,packed white rice,363.65
2028-10-01,packed white rice,370.29
2028-11-01,packed white rice,375.21
2028-12-01,packed white rice,380.69
2026-04-01,potato,15.2
2026-05-01,potato,15.38
2026-06-01,potato,15.56
2026-07-01,potato,16.06
2026-08-01,potato,17.79
2026-09-01,potato,19.82
2026-10-01,potato,19.96
2026-11-01,potato,19.66
2026-12-01,potato,20.41
2027-01-01,potato,19.83
2027-02-01,potato,19.93
2027-03-01,potato,19.74
2027-04-01,potato,20.5
2027-05-01,potato,20.96
2027-06-01,potato,22.07
2027-07-01,potato,25.36
